HUZ649701.90286	gi|1001942081|gb|131489-132374(+)
2512474776	mge|2328.1|34853-35465(+)
HMPREF9512_00083	gi|270209543|gb|14495-14681(+)
SRS024428.853-T1-C	gi|5730257|emb|43443-43629(+)
CHARM126_V1.27163	gi|807197662|gb|17009-18782(+)
HMPREF0693_3022	mge|2410.1|15635-16886(+)
HUZ612660.2791	gi|238804899|emb|3712-4426(+)
HUZ239360.33119	mge|2368.1|2754-3876(-)
HMPREF0010_01593	gi|401824227|gb|4665-4944(+)
HMPREF9508_02821	gi|953700706|gb|10857-11136(+)
HMPREF0010_00016	mge|2020.1|25624-26179(+)
2536321446	mge|2428.1|2342-2621(-)
HUZ643591.14389	gi|921957854|gb|19065-20796(-)
646290908	mge|2124.1|0-1140(+)
SRS023850.976-T1-C	gi|169260705|gb|38507-38786(+)
CHARM154_V1.8402	gi|38638842|emb|39461-39740(+)
HUZ621105.16593	gi|921957373|gb|28158-28818(+)
HUZ243262.19125	mge|2711.1|9760-10927(+)
HUZ621105.20447	gi|190014409|emb|20981-21854(+)
401_022506.3559	gi|339293023|gb|5610-5853(+)
CHARM126_V1.34825	gi|807197662|gb|17009-18782(+)
2512480843	mge|2368.1|3868-4183(-)
648018724	mge|2115.1|22043-23246(-)
646290892	mge|2124.1|15640-16819(+)
CHARM144_V2.46327	gi|238558566|gb|34955-35855(+)
HUZ239360.29733	gi|50261575|gb|22864-23146(+)
HUZ621105.4238	gi|921957552|gb|15803-15992(-)
2536311932	mge|2369.1|27417-31539(+)
HUZ613376.7917	gi|215536964|gb|37291-38419(+)
650245949	mge|2755.1|0-1383(-)
2512479963	mge|2368.1|3868-4183(-)
HUZ237575.13452	mge|2368.1|3868-4183(-)
HMPREF0528_1498	gi|38731416|gb|23038-23416(+)
2512481365	mge|2469.1|29202-29583(+)
648316170	gi|119225778|dbj|40248-41895(+)
HMPREF1343_00450	gi|270209543|gb|13486-13837(+)
651116060	gi|3282260|gb|22877-23129(-)
CHARM068_V1.1117	gi|89891904|gb|14870-15410(+)
CHARM068_V1.1133	gi|169260705|gb|26883-30300(+)
2512480000	mge|2368.1|31192-32641(+)
2539554139	gi|62086025|gb|25882-26860(-)
414_050806.6484	gi|62086025|gb|25882-26860(-)
AYAC06W6D6.2186	mge|2124.1|6867-8220(+)
401_022506.3074	gi|238804899|emb|5880-6075(+)
646606349	gi|38731487|gb|37849-38107(+)
HUZ608549.18265	mge|2124.1|0-1140(+)
CHARM150_V2.7252	mge|2124.1|19512-21174(+)
2512476454	mge|2656.1|0-183(-)
EM10W6D7.2849	mge|2695.1|17129-17699(-)
HUZ437972.33897	mge|2755.1|0-1383(-)
HUZ243262.370	gi|270209610|gb|6318-7491(+)
HUZ243262.5604	gi|270209543|gb|13486-13837(+)
HUZ621105.8111	gi|921957552|gb|9127-9478(-)
401_022506.6783	gi|238804899|emb|20964-23979(+)
651137740	gi|38731487|gb|7461-8361(+)
EM02W9D2.34228	mge|2276.1|1140-1689(+)
HMPREF0514_10970	mge|2123.1|4848-5772(+)
CHARM068_V1.1123	gi|564271183|gb|19814-20897(+)
AYAC05W3D7.10739	gi|62086018|gb|27384-27555(+)
HUZ436544.40817	gi|937264049|gb|126993-127668(+)
HMPREF9694_01915	mge|2162.1|0-3885(-)
HUZ621105.2953	mge|2308.1|9573-9990(+)
CHARM018_V2.60714	gi|7248462|gb|25932-27717(+)
414_050806.55430	mge|2148.1|42850-43777(-)
414_050806.21187	mge|2147.1|909-1347(-)
646637633	mge|2121.1|6007-6649(+)
2512479962	mge|2368.1|2754-3876(-)
2546878498	gi|270209279|gb|4703-4898(+)
2536310884	gi|402760744|gb|14335-14434(-)
414_050806.62498	mge|2147.1|3027-3672(-)
414_050806.46829	mge|2428.1|5010-5448(-)
2512475172	mge|2655.1|37566-37812(-)
2512475198	mge|2631.1|22572-23760(+)
HMPREF0358_2586	mge|2338.1|24195-24720(+)
HUZ621105.20723	gi|921957892|gb|28446-28926(-)
LBGG_02159	gi|169260705|gb|1946-2405(-)
2597908240	gi|320006252|gb|40521-41214(+)
HUZ621105.7432	gi|921957854|gb|26150-26378(-)
401_022506.3201	gi|238804899|emb|10405-10744(+)
647234267	gi|389616034|dbj|51216-51351(+)
CHARM170_V2.23488	gi|50261575|gb|6839-8255(-)
HMPREF0693_3784	gi|823079903|gb|2354-3545(+)
401_022506.3846	gi|921957373|gb|30424-30685(+)
HUZ252644.37626	gi|921957409|gb|20342-20603(-)
HMPREF0358_4727	mge|2058.1|2323-3190(+)
2536321454	mge|2428.1|9693-10239(-)
2512475205	mge|2556.1|25097-25424(+)
HUZ619089.17704	mge|2124.1|9868-11095(+)
2534280619	mge|2020.1|25624-26179(+)
429_091606.2588	gi|215536964|gb|19575-19968(+)
401_022506.9468	gi|723007181|gb|30990-31251(+)
HUZ621105.8112	gi|921957892|gb|14736-18330(-)
651116164	mge|2700.1|4246-4672(+)
644387782	mge|2720.1|11644-12121(+)
HUZ636416.4028	mge|2755.1|33808-34267(-)
HMPREF9689_03358	mge|2162.1|0-3885(-)
648315470	gi|62086016|gb|15257-15599(+)
414_050806.21186	mge|2147.1|583-913(-)
HUZ239360.33438	mge|2368.1|11797-13054(+)
2531199341	mge|2368.1|7419-8796(+)
2512477058	mge|2629.1|20388-20817(+)
2520354789	mge|2057.1|10149-11085(-)
HMPREF0358_4680	gi|223697655|gb|21971-22316(-)
HMPREF0528_1486	gi|38731416|gb|36557-36956(+)
HMPREF9694_00981	mge|2193.1|37849-38047(+)
CHARM154_V1.2932	mge|2308.1|39374-39575(+)
HUZ239360.23210	mge|2368.1|0-1971(-)
2539555066	gi|392494233|gb|31268-31940(+)
EM06W5D5.343	gi|5730257|emb|22244-23438(+)
CHARM066_V2.63481	mge|2601.1|22308-24303(+)
HUZ621105.4947	gi|921957854|gb|28634-28955(-)
642721426	mge|2574.1|19947-20538(-)
HUZ619089.17527	mge|2754.1|16808-18104(+)
644351783	gi|270209543|gb|19229-20033(+)
2531199107	mge|2656.1|31520-31790(-)
646637917	gi|62086034|gb|30950-31187(-)
HMPREF9689_01577	mge|2410.1|10288-10960(-)
HMPREF9694_05332	mge|2410.1|10288-10960(-)
2512475282	mge|2657.1|20094-20967(-)
CHARM144_V2.36568	gi|38638842|emb|10091-11063(+)
HUZ237575.33308	mge|2368.1|21683-22022(+)
SRS019989.2252-T1-C	mge|2709.1|24618-25611(-)
HUZ644927.3628	mge|2755.1|0-1383(-)
2539552296	gi|62086028|gb|38278-38686(+)
HUZ239360.30096	gi|451939597|gb|32929-35212(-)
647363818	gi|89891904|gb|1311-1935(-)
651116170	mge|2136.1|1664-3293(-)
2534281057	gi|401824227|gb|22277-23432(+)
HMPREF0358_3093	gi|815008671|gb|35155-35365(-)
HUZ268380.5157	mge|2124.1|11790-11997(+)
SRS011269.3130-T1-C	mge|2124.1|17483-17894(+)
2520353668	mge|2174.1|25418-26627(-)
HMP40_W6D2.37432	mge|2368.1|0-1971(-)
CHARM154_V1.3930	mge|2655.1|23890-24268(+)
HMP40_W6D2.25121	mge|2609.1|29646-29922(-)
HUZ252644.22630	mge|2609.1|29646-29922(-)
HUZ243262.2540	gi|270209543|gb|1469-1814(-)
HUZ252652.12636	mge|2124.1|9326-9869(+)
VM031.10382	mge|2754.1|15534-16314(+)
AYAC05W3D7.10783	mge|2124.1|6867-8220(+)
HUZ651102.31393	mge|2455.1|21859-23494(-)
SRS055298.5046-T1-C	mge|2753.1|27129-27867(-)
SRS044742.4089-T1-C	gi|428670858|emb|21567-22689(+)
HMP40_W6D2.21574	mge|2368.1|3868-4183(-)
CHARM018_V2.62553	mge|2489.1|22783-24520(-)
HMPREF9689_03476	gi|946713867|dbj|25503-25905(-)
2512475284	mge|2657.1|17980-19672(+)
HMP40_W1D2.1154	gi|89891904|gb|25175-28730(+)
646606304	gi|38731416|gb|90-1266(-)
HUZ612660.7262	gi|921957707|gb|1413-1830(-)
CHARM154_V1.8233	gi|921957892|gb|22981-23233(-)
647363825	mge|2123.1|2234-2513(+)
2536308826	mge|2306.1|9889-10099(-)
HMPREF9689_05609	mge|2398.1|12000-13884(+)
CHARM154_V1.7699	mge|2556.1|11257-12172(+)
EMO9W9D3.6280	mge|2123.1|688-1234(-)
HUZ269100.5997	mge|2123.1|688-1234(-)
HUZ243261.2752	gi|215536964|gb|8662-13345(+)
401_022506.9256	gi|339293023|gb|2865-4911(+)
401_030106.6749	gi|695256021|gb|27832-30769(+)
2533892563	mge|2368.1|27856-30772(+)
HMP40_W6D2.30882	mge|2368.1|4588-6874(+)
645251787	mge|2574.1|25855-26461(+)
648316002	gi|119225778|dbj|40248-41895(+)
HUZ239360.60771	mge|2159.1|7319-8858(-)
CHARM018_V2.51047	gi|339293023|gb|11559-11841(+)
2515626667	mge|2103.1|9886-10588(-)
2512480844	mge|2368.1|2754-3876(-)
HMPREF9508_00697	gi|270209279|gb|8989-9415(+)
HMP40_W3D7.4387	gi|564271183|gb|10615-10828(+)
HUZ652354.6139	gi|768216259|gb|31037-31721(+)
HUZ252652.14099	gi|921957998|gb|38495-39260(+)
2512475100	mge|2629.1|20388-20817(+)
401_022506.1422	gi|215536964|gb|20807-21929(+)
414_050806.58191	mge|2149.1|14733-17946(-)
HUZ621105.17310	gi|238558566|gb|18956-23543(+)
646636520	mge|2148.1|17571-19014(-)
429_091606.1639	gi|215536964|gb|6770-7160(+)
HUZ650853.8260	mge|2755.1|0-1383(-)
HUZ243262.13419	mge|2711.1|4558-6064(-)
2512480839	mge|2368.1|7419-8796(+)
2531199097	gi|402760677|gb|39850-40000(-)
CHARM066_V2.33873	gi|402760677|gb|39850-40000(-)
HMPREF0514_10953	gi|89891904|gb|18003-19158(+)
HUZ252644.37625	mge|2631.1|12393-13158(+)
HMPREF9689_05627	mge|2542.1|28571-30110(+)
SRS011269.3256-T1-C	gi|38731487|gb|16428-17703(+)
644321767	mge|2755.1|33808-34267(-)
CHARM144_V2.24395	gi|215536964|gb|23333-23525(+)
CHARM068_V1.1124	gi|169260705|gb|22590-22983(+)
SRS015225.1520-T1-C	gi|215536964|gb|19575-19968(+)
2597908277	gi|320006252|gb|27351-28524(+)
VM021.9349	mge|2124.1|4154-6404(+)
644321317	mge|2124.1|9868-11095(+)
SRS047335.3196-T1-C	gi|5730257|emb|5995-6211(+)
642722291	mge|2573.1|8775-10923(+)
HUZ268380.4661	mge|2124.1|9868-11095(+)
HMPREF0010_01613	mge|2517.1|29137-30244(-)
651116055	gi|948515809|gb|19872-20196(-)
HMPREF0528_1485	gi|169260705|gb|39194-40097(+)
HUZ252644.42407	gi|238558566|gb|18956-23543(+)
VM264.4064	gi|451939597|gb|37834-39205(+)
648317645	gi|809088637|gb|1835-2018(+)
SRS024428.1446-T1-C	gi|89891904|gb|8694-8904(+)
HUZ621105.17425	gi|921957946|gb|1448-1784(-)
HMPREF0358_4682	gi|946713586|dbj|7098-7317(-)
HUZ243262.19372	mge|2121.1|8913-9255(+)
HUZ252652.6887	mge|2124.1|12864-13659(+)
HUZ647004.72688	mge|2455.1|21859-23494(-)
2512475831	mge|2656.1|34905-35160(-)
2531199214	mge|2657.1|7780-8647(+)
HMPREF0358_4673	mge|2542.1|10866-11916(+)
HUZ237575.13456	mge|2368.1|7419-8796(+)
651114547	mge|2739.1|28778-29633(+)
HUZ239360.54227	gi|451939597|gb|37834-39205(+)
CHARM066_V2.42950	mge|2368.1|21426-21684(+)
2512477043	mge|2328.1|22006-22273(+)
HUZ243262.15584	mge|2368.1|4588-6874(+)
HUZ268380.7290	mge|2124.1|4154-6404(+)
HUZ616187.4858	mge|2124.1|0-1140(+)
VM021.5893	mge|2124.1|1141-1693(+)
2531199188	mge|2368.1|22014-22383(+)
HUZ621105.3662	mge|2489.1|27605-27974(+)
HMPREF9512_00964	mge|2720.1|9056-9938(+)
HUZ621105.2293	gi|238804899|emb|13210-14941(+)
AYAC06W6D6.2192	mge|2124.1|0-1140(+)
HMP40_W1D2.2660	gi|5730257|emb|20182-22057(+)
HUZ243262.361	gi|270209610|gb|15375-16749(+)
423_071706.8276	gi|215536964|gb|5961-6333(+)
HUZ239360.64705	mge|2696.1|12751-13303(-)
HUZ612660.3306	gi|921957601|gb|33023-33284(-)
SRS011269.5164-T1-C	gi|38731487|gb|25713-31779(+)
HUZ621105.25401	gi|238558566|gb|7022-7316(+)
LBGG_00357	gi|5730257|emb|7258-7930(+)
HUZ433604.5548	gi|921957707|gb|1413-1830(-)
2536314036	mge|2655.1|0-1335(-)
EM10W6D7.3514	mge|2657.1|4612-5134(+)
646290889	mge|2124.1|17483-17894(+)
HMPREF9694_00987	mge|2193.1|34228-34639(+)
HMPREF1341_01826	gi|270209543|gb|9800-10100(+)
HUZ621105.3390	mge|2368.1|7419-8796(+)
HUZ269100.6666	gi|5730257|emb|20182-22057(+)
HUZ621105.16253	gi|921957998|gb|10393-14047(-)
HMPREF9689_01215	gi|40218230|gb|13544-14255(+)
647363833	mge|2123.1|6069-6861(+)
HMPREF0010_02374	mge|2660.1|1935-2199(-)
AYAC06W6D6.109	gi|5730257|emb|22244-23438(+)
HUZ237302.4550	gi|5730257|emb|22244-23438(+)
HUZ621105.2952	gi|699753118|gb|8526-9201(+)
HUZ621105.3437	mge|2368.1|27856-30772(+)
EM06W5D5.1388	gi|38731487|gb|16428-17703(+)
HMPREF9694_00992	mge|2193.1|29357-30782(+)
HMPREF9307_02260	gi|258598076|gb|40896-41505(+)
HUZ621105.11540	gi|38638842|emb|12077-12410(+)
2512475200	mge|2631.1|23904-24207(+)
HUZ619089.27627	mge|2754.1|18103-19765(+)
SRS023850.2145-T1-C	gi|89891904|gb|1311-1935(-)
AYAC06W6D6.10329	mge|2711.1|4558-6064(-)
VM021.3509	mge|2755.1|0-1383(-)
HUZ619089.10352	gi|215536964|gb|32009-32822(+)
SRS023850.795-T1-C	gi|169260705|gb|21511-22582(+)
HUZ621105.4943	gi|921957502|gb|37615-37807(+)
HUZ647004.66932	mge|2087.1|30441-31614(-)
CHARM066_V2.49780	mge|2308.1|12015-12219(+)
2536312235	mge|2328.1|10651-10846(+)
HUZ239360.39868	gi|451939597|gb|39214-39898(+)
SRS011269.3849-T1-C	gi|549140478|emb|17809-18904(-)
HUZ268380.5040	mge|2124.1|15640-16819(+)
414_050806.62558	mge|2636.1|48447-50901(+)
HMPREF0528_1493	gi|38731416|gb|29435-30245(+)
CHARM014_V1.1722	gi|215536964|gb|33897-34317(+)
HUZ252652.6989	mge|2755.1|0-1383(-)
HMPREF0358_4660	gi|115500802|dbj|3992-4799(+)
2533892645	gi|226823036|gb|86-545(+)
414_050806.31543	gi|379979844|gb|14217-14562(+)
401_022506.10370	gi|723007181|gb|23473-24184(+)
2520352423	mge|2162.1|6263-6836(-)
651114548	mge|2739.1|28521-28782(+)
HUZ619089.15181	mge|2124.1|17893-18772(+)
2512475207	mge|2631.1|26559-30483(+)
AYAC05W3D7.8341	mge|2124.1|17483-17894(+)
HUZ621105.20132	gi|226823036|gb|29610-30072(+)
HUZ621105.14491	gi|384939229|gb|19463-19862(+)
646290898	mge|2124.1|9868-11095(+)
414_050806.3004	mge|2262.1|39672-39981(-)
HUZ252644.43946	mge|2755.1|33808-34267(-)
HUZ621105.12996	mge|2755.1|33808-34267(-)
HUZ432163.57862	mge|2428.1|7439-9056(-)
HMPREF1341_01818	gi|270209279|gb|4703-4898(+)
HUZ612660.2811	gi|723007181|gb|31827-32292(+)
HUZ252644.48633	gi|921957373|gb|23319-24402(-)
SRS055298.382-T1-C	mge|2753.1|15364-16942(-)
HUZ420220.4682	gi|215536964|gb|13331-14072(+)
2536321447	mge|2428.1|2755-5014(-)
HUZ621105.26281	gi|238558566|gb|11399-12860(+)
HUZ621105.2296	gi|238804899|emb|16945-18118(+)
HUZ621105.25402	gi|339293023|gb|21758-22148(+)
HUZ243262.3636	gi|365189224|dbj|871-1108(+)
CHARM154_V1.3203	gi|402760744|gb|1059-1494(-)
HUZ239360.57619	gi|450916|emb|2606-3914(-)
HUZ237575.42541	gi|451937291|gb|12522-13179(-)
2520353246	gi|675218243|emb|110955-111582(+)
644290095	gi|921956262|gb|39463-40303(+)
HUZ621105.11538	gi|921957854|gb|24268-24868(-)
HUZ612660.3315	gi|921957998|gb|39566-41012(+)
CHARM150_V2.7340	mge|2124.1|1141-1693(+)
HMPREF9689_04048	mge|2158.1|17539-18712(-)
HUZ239360.30765	mge|2368.1|11797-13054(+)
CHARM154_V1.6582	mge|2369.1|1531-1912(-)
2512479983	mge|2368.1|15602-17195(+)
HUZ237302.5757	gi|5730257|emb|25658-26015(+)
401_022506.11198	gi|451937105|gb|18529-19942(-)
HUZ239360.29058	mge|2368.1|2754-3876(-)
HMPREF1342_03138	gi|270209543|gb|38027-39287(+)
HMPREF0358_3091	mge|2518.1|3153-3774(-)
HUZ237575.8839	gi|190014409|emb|20981-21854(+)
HMPREF0514_10329	gi|38731416|gb|36557-36956(+)
HUZ239360.43979	gi|451939597|gb|21618-23211(-)
2512476457	mge|2308.1|39374-39575(+)
651114556	mge|2700.1|14391-14592(+)
AYAC06W6D6.2170	mge|2124.1|21212-22733(+)
2522076869	gi|451939597|gb|4881-6351(-)
HUZ621105.8358	gi|921957373|gb|26712-27033(-)
HUZ648375.13540	mge|2753.1|12708-14082(-)
651116165	mge|2133.1|4164-4446(+)
HUZ621105.14301	gi|38638842|emb|14189-14450(+)
2512479985	mge|2368.1|18227-19517(+)
2512476330	mge|2555.1|30646-30769(+)
648679929	mge|2761.1|9635-13361(+)
HUZ243262.368	gi|270209610|gb|8110-8686(+)
HUZ612660.3299	gi|38638842|emb|12077-12410(+)
HUZ621105.3436	mge|2368.1|31192-32641(+)
HUZ612660.2797	gi|723007181|gb|25706-26477(+)
2512479977	mge|2368.1|11797-13054(+)
HUZ652354.5244	gi|768216259|gb|34469-34886(+)
LBGG_02166	gi|89891904|gb|4141-4468(+)
HMPREF0358_4662	mge|2543.1|26312-26558(-)
HMPREF0010_01621	gi|401824227|gb|20089-20458(+)
HUZ616187.7786	mge|2124.1|13687-14953(+)
HUZ619089.17405	mge|2754.1|22857-23223(+)
VM031.1392	gi|5730257|emb|20182-22057(+)
HMPREF0010_01612	gi|940328724|gb|20078-21425(+)
2536312582	mge|2329.1|7693-8923(+)
HMP40_W3D6.11353	gi|525336474|gb|18516-18675(+)
VM031.1401	gi|5730257|emb|26841-27555(+)
SRS011269.3245-T1-C	gi|38731487|gb|24917-25328(+)
401_022506.8646	mge|2753.1|15364-16942(-)
2536313858	gi|402760744|gb|33607-33928(-)
HUZ621105.16096	gi|921957854|gb|28634-28955(-)
HUZ621105.4579	gi|723007181|gb|17617-18568(+)
HMPREF9694_05413	gi|363498293|gb|6064-6580(-)
HUZ437268.52253	gi|823079903|gb|107-2234(+)
SRS024428.1440-T1-C	gi|89891904|gb|11034-11202(+)
401_022506.10745	gi|921957998|gb|2752-10030(-)
SRS011269.4655-T1-C	gi|564271183|gb|36328-36760(+)
HMPREF0358_1843	gi|675218243|emb|107490-108189(-)
SRS024428.635-T1-C	gi|169260705|gb|1946-2405(-)
HUZ239360.37574	gi|451939597|gb|4881-6351(-)
2512475827	mge|2486.1|3503-3755(+)
HUZ237584.419	gi|215536964|gb|20807-21929(+)
HMPREF0358_4689	mge|2315.1|12876-13182(-)
HMPREF9508_00002	gi|953700706|gb|15538-16798(+)
HUZ621105.4259	gi|238804899|emb|3712-4426(+)
SRS023850.3219-T1-C	gi|169260705|gb|17720-19130(+)
HUZ621105.4255	gi|921957854|gb|26586-27357(-)
HMPREF9689_02314	mge|2193.1|52829-53249(+)
AYAC06W6D6.2173	mge|2124.1|17893-18772(+)
VM021.4778	mge|2124.1|21212-22733(+)
2520355466	mge|2410.1|10288-10960(-)
414_050806.46987	gi|118566996|gb|42264-42663(+)
SRS023850.2144-T1-C	gi|169260705|gb|1946-2405(-)
CHARM154_V1.8697	gi|451937105|gb|18529-19942(-)
HUZ239360.40366	gi|451939597|gb|23207-23681(-)
401_022506.6930	gi|73747015|gb|11815-12103(+)
2512475852	mge|2634.1|6651-7368(-)
2533893416	mge|2368.1|31192-32641(+)
HUZ621105.18023	gi|921957854|gb|762-1719(-)
651137747	gi|38731416|gb|11448-12003(+)
2536312994	mge|2609.1|23489-24002(-)
2536313421	mge|2657.1|4612-5134(+)
SRS023850.967-T1-C	gi|564271183|gb|34963-35473(+)
HUZ616187.8871	mge|2124.1|0-1140(+)
HUZ648375.16097	mge|2441.1|0-2355(+)
2512480834	mge|2368.1|11797-13054(+)
HUZ268380.3677	mge|2124.1|21212-22733(+)
HUZ239360.23223	gi|38638842|emb|12406-12922(+)
HUZ239360.25008	mge|2368.1|9678-10716(+)
645255096	mge|2575.1|4597-5149(+)
EM06W5D5.1405	gi|38731487|gb|37172-37433(+)
CHARM018_V2.65690	gi|953700706|gb|34436-35696(+)
SRS064704.1518-T1-C	gi|215536964|gb|20807-21929(+)
SRS011269.3207-T1-C	gi|169260705|gb|11986-12205(+)
647850394	gi|215536964|gb|37291-38419(+)
SRS044742.324-T1-C	mge|2753.1|15364-16942(-)
HMPREF0010_02411	mge|2020.1|3184-4270(+)
647363857	gi|169260705|gb|22590-22983(+)
SRS064704.1514-T1-C	gi|215536964|gb|19575-19968(+)
HUZ243262.5608	gi|953700706|gb|8920-9313(+)
HMPREF9514_00076	gi|270209543|gb|38027-39287(+)
HMP40_W6D2.14669	gi|451939597|gb|24498-25779(-)
429_091606.2000	gi|215536964|gb|13331-14072(+)
HMPREF9689_03428	gi|946713800|dbj|43181-44720(-)
651115800	gi|45504618|gb|3021-3201(+)
HUZ239360.39006	gi|50261575|gb|25730-26768(+)
HMP40_W3D7.12561	gi|564271183|gb|7874-8078(+)
2539552304	gi|62086028|gb|42722-42899(+)
HMP40_W3D6.6562	gi|735998439|gb|113699-113981(+)
CHARM066_V2.59449	mge|2076.1|0-825(-)
414_050806.25395	mge|2428.1|10244-11387(-)
2512475196	mge|2556.1|19763-20984(+)
HMPREF0528_1507	gi|38731416|gb|15683-16952(+)
2536312585	mge|2556.1|12844-13165(+)
2539552298	gi|62086028|gb|38890-39415(+)
CHARM154_V1.8541	gi|347449230|gb|69084-70068(+)
HMPREF9689_04049	gi|550163673|gb|25724-26522(+)
2536313857	gi|402760744|gb|34034-34610(-)
651137767	gi|38731487|gb|23094-23448(+)
HUZ252644.47494	gi|238804899|emb|15184-16387(+)
2539990920	gi|38731487|gb|25713-31779(+)
CHARM018_V2.54891	gi|339293023|gb|7588-8650(-)
651116169	mge|2133.1|5413-6208(+)
HMPREF0358_3090	gi|873278922|gb|57774-58725(-)
HMPREF1343_00485	gi|953700706|gb|34436-35696(+)
2512479965	mge|2368.1|4588-6874(+)
2536313850	mge|2556.1|20961-21627(+)
HMP40_W1D2.2708	gi|5730257|emb|22244-23438(+)
SRS024428.634-T1-C	gi|169260705|gb|2404-2761(-)
EMO9W7D4.3499	gi|215536964|gb|37291-38419(+)
HUZ621105.20639	gi|238558566|gb|17925-18288(+)
HUZ252644.48010	gi|238804899|emb|30631-30811(-)
HMP40_W1D2.2791	gi|5730257|emb|25658-26015(+)
HUZ243262.13684	gi|694818060|gb|4287-5595(+)
HUZ433604.7027	mge|2753.1|12708-14082(-)
2512475840	mge|2656.1|21546-21771(-)
644320707	mge|2755.1|0-1383(-)
HUZ621105.26609	gi|190014409|emb|20981-21854(+)
401_022506.1411	gi|215536964|gb|8662-13345(+)
HUZ239360.30094	gi|451939597|gb|35609-35933(+)
401_022506.3822	gi|56718416|gb|33184-33697(+)
646637920	gi|919049047|gb|3009-3324(-)
HUZ612660.7899	mge|2368.1|2754-3876(-)
HMPREF0514_10282	gi|38731416|gb|4471-4876(-)
2534279409	mge|2661.1|40683-41178(-)
HMPREF0010_03132	gi|940328724|gb|49994-50537(+)
HUZ648225.3765	gi|215536964|gb|22420-22645(+)
401_022506.3092	gi|5524032|gb|4441-5635(+)
HUZ621105.26702	gi|694818060|gb|8449-10054(+)
2535540161	mge|2192.1|30193-31369(+)
HMPREF0294_2533	mge|2428.1|7439-9056(-)
HMPREF0358_4686	mge|2520.1|27531-27714(-)
2512477042	mge|2655.1|15787-16870(-)
HMPREF9689_05621	mge|2715.1|14339-14705(+)
CHARM068_V1.1119	gi|169260705|gb|17720-19130(+)
AYAC05W6D2.4129	gi|215536964|gb|32009-32822(+)
HMPREF9694_01006	mge|2193.1|18198-18795(+)
LBGG_02254	gi|564271183|gb|25195-28606(+)
HMPREF0528_1508	gi|38731416|gb|15235-15691(+)
HUZ243261.2500	gi|215536964|gb|20807-21929(+)
HUZ621105.2280	gi|723007181|gb|29772-30093(+)
414_050806.40489	mge|2693.1|6543911-6545102(+)
2536313827	mge|2329.1|7693-8923(+)
2520353658	mge|2475.1|25909-27301(+)
401_022506.9685	gi|921957707|gb|1413-1830(-)
CHARM066_V2.24022	mge|2609.1|29646-29922(-)
650244214	mge|2755.1|33808-34267(-)
651137769	gi|38731487|gb|23989-24358(+)
HUZ621105.13054	gi|921957707|gb|1413-1830(-)
2536312245	mge|2369.1|3683-3869(+)
CHARM154_V1.3929	mge|2655.1|23653-23839(+)
2536306619	mge|2657.1|7175-7505(+)
EMO9W9D3.7217	gi|89891904|gb|18003-19158(+)
645253990	mge|2574.1|0-846(+)
CHARM068_V1.1137	gi|564271183|gb|30673-31045(+)
401_022506.4839	gi|921957373|gb|23319-24402(-)
HUZ269100.11848	gi|89891904|gb|13352-13970(+)
2536311502	mge|2489.1|33222-33474(+)
HUZ237575.14172	gi|451939597|gb|24498-25779(-)
HUZ239360.31080	gi|451939597|gb|16634-16961(-)
HUZ239360.33493	mge|2368.1|22391-22718(+)
414_050806.49209	mge|2428.1|5447-6209(-)
HUZ621105.22600	gi|238558566|gb|10035-11340(+)
2531199334	gi|451939597|gb|24498-25779(-)
CHARM066_V2.51683	gi|31408041|emb|10230-10419(+)
HUZ606396.20	gi|215536964|gb|20807-21929(+)
414_050806.3042	mge|2262.1|118354-118684(+)
642722295	mge|2573.1|10990-12148(+)
401_022506.1388	gi|215536964|gb|32009-32822(+)
HUZ239360.37951	gi|451939597|gb|19838-21122(-)
646637919	mge|2511.1|3382-3619(+)
EM10W6D7.2789	mge|2655.1|28826-29063(-)
401_022506.7396	gi|921957373|gb|25619-26408(-)
2512475202	mge|2607.1|18461-18839(-)
414_050806.20593	mge|2262.1|67185-67845(-)
HUZ237575.34902	gi|451939597|gb|12591-15450(-)
HUZ621105.8360	gi|921957998|gb|34561-34705(-)
414_050806.46655	mge|2147.1|3027-3672(-)
648679916	mge|2761.1|709-1183(+)
SRS024428.834-T1-C	gi|5730257|emb|25321-25702(+)
VM031.1397	gi|5730257|emb|25321-25702(+)
401_022506.3847	gi|921957373|gb|30697-31081(+)
HMPREF9694_00986	mge|2193.1|34908-35292(+)
HUZ237584.408	gi|215536964|gb|8662-13345(+)
HUZ237575.44618	gi|50261575|gb|25730-26768(+)
2512475343	mge|2655.1|39422-40022(+)
CHARM068_V1.1145	gi|169260705|gb|39194-40097(+)
SRS024428.833-T1-C	gi|5730257|emb|24117-25305(+)
651115781	gi|89212636|gb|10729-10969(+)
HMPREF9512_00969	mge|2720.1|11644-12121(+)
HUZ237575.55083	mge|2715.1|4146-5703(+)
CHARM068_V1.1105	gi|38731487|gb|9209-9944(+)
2536312584	mge|2049.1|7447-8260(+)
644321402	mge|2753.1|15364-16942(-)
651137773	gi|38731487|gb|25713-31779(+)
401_022506.5620	gi|339293023|gb|1-2863(+)
SRS015225.982-T1-C	gi|215536964|gb|37291-38419(+)
2520352420	mge|2162.1|0-3885(-)
HUZ237575.47361	gi|451939597|gb|37834-39205(+)
HUZ252644.52520	gi|50261575|gb|23126-24503(+)
EM06W5D5.345	gi|5730257|emb|20182-22057(+)
